,ID,N_VICTIMAS,FECHA,AAAA,MM,DD,HORA,HH,TIPO_DE_CALLE,COMUNA,pos x,pos y,PARTICIPANTES,VICTIMA,ACUSADO
175,2017-0042,1,2017-04-10,2017,4,10,09:00:00,9.0,gral paz,14,-58.42098,-34.558958,moto-cargas,moto,cargas
176,2017-0045,1,2017-04-14,2017,4,14,06:15:00,6.0,calle,10,-58.52449285,-34.62454175,moto-objeto fijo,moto,objeto fijo
177,2017-0047,1,2017-04-23,2017,4,23,06:30:00,6.0,avenida,8,-58.46713742,-34.67198790,moto-auto,moto,auto
178,2017-0049,1,2017-04-27,2017,4,27,18:16:00,18.0,avenida,8,-58.43850413,-34.65554754,peaton-pasajeros,peaton,pasajeros
179,2017-0050,2,2017-04-28,2017,4,28,11:08:08,11.0,autopista,9,-58.481927,-34.647139,moto-cargas,moto,cargas
180,2017-0051,1,2017-05-01,2017,5,1,03:47:47,3.0,autopista,7,-58.475612,-34.66794,auto-auto,auto,auto
181,2017-0052,1,2017-05-05,2017,5,5,03:40:00,3.0,gral paz,8,-58.49413799,-34.68095739,peaton-cargas,peaton,cargas
182,2017-0053,1,2017-05-05,2017,5,5,20:16:22,20.0,calle,4,-58.37547846,-34.65326075,moto-cargas,moto,cargas
183,2017-0054,1,2017-05-07,2017,5,7,21:00:00,21.0,avenida,15,-58.48680218,-34.58689719,moto-auto,moto,auto
184,2017-0055,1,2017-05-09,2017,5,9,08:30:00,8.0,avenida,12,-58.49563989,-34.57962262,auto-auto,auto,auto
185,2017-0058,1,2017-05-09,2017,5,9,23:10:00,23.0,avenida,1,-58.38403232,-34.59915940,peaton-moto,peaton,moto
186,2017-0059,1,2017-05-11,2017,5,11,09:24:00,9.0,calle,1,-58.38223382,-34.62693865,peaton-pasajeros,peaton,pasajeros
187,2017-0060,1,2017-05-13,2017,5,13,07:20:00,7.0,avenida,8,-58.45966521,-34.67323292,moto-objeto fijo,moto,objeto fijo
188,2017-0061,1,2017-05-15,2017,5,15,13:29:30,13.0,avenida,2,-58.39303911,-34.59871111,peaton-moto,peaton,moto
189,2017-0062,1,2017-05-15,2017,5,15,16:00:00,16.0,avenida,10,-58.51262106,-34.63395999,moto-cargas,moto,cargas
190,2017-0063,1,2017-05-17,2017,5,17,10:13:00,10.0,avenida,1,-58.38118367,-34.61646839,peaton-pasajeros,peaton,pasajeros
191,2017-0064,1,2017-05-20,2017,5,20,05:00:00,5.0,calle,1,-58.37653284,-34.60582475,cargas-auto,cargas,auto
192,2017-0065,1,2017-05-22,2017,5,22,16:00:00,16.0,avenida,4,-58.37709334,-34.64035082,bicicleta-cargas,bicicleta,cargas
193,2017-0066,1,2017-05-22,2017,5,22,18:10:00,18.0,avenida,15,-58.46002142,-34.60409469,peaton-pasajeros,peaton,pasajeros
194,2017-0067,1,2017-05-23,2017,5,23,02:45:00,2.0,avenida,6,-58.43381970,-34.62801894,moto-cargas,moto,cargas
195,2017-0068,1,2017-05-27,2017,5,27,19:50:00,19.0,avenida,8,-58.43580656,-34.66437532,moto-objeto fijo,moto,objeto fijo
196,2017-0069,1,2017-05-24,2017,5,24,14:15:00,14.0,gral paz,9,-58.52173071,-34.65997463,moto-sd,moto,
197,2017-0070,1,2017-05-30,2017,5,30,13:20:00,13.0,calle,11,-58.50791763,-34.59804273,peaton-auto,peaton,auto
198,2017-0072,1,2017-06-03,2017,6,3,23:20:00,23.0,avenida,12,-58.49175088,-34.58226957,auto-auto,auto,auto
199,2017-0073,1,2017-06-04,2017,6,4,09:00:00,9.0,avenida,3,-58.40781467,-34.60425669,moto-auto,moto,auto
200,2017-0074,1,2017-06-04,2017,6,4,12:50:00,12.0,calle,9,-58.52567073,-34.63787791,,,
201,2017-0075,1,2017-06-12,2017,6,12,22:38:00,22.0,avenida,1,-58.38154200,-34.60906385,peaton-moto,peaton,moto
202,2017-0076,1,2017-06-13,2017,6,13,14:50:00,14.0,avenida,2,-58.38526125,-34.57805810,peaton-cargas,peaton,cargas
203,2017-0077,1,2017-06-17,2017,6,17,23:45:00,23.0,calle,14,-58.42934104,-34.58451712,moto-cargas,moto,cargas
204,2017-0079,1,2017-06-19,2017,6,19,16:26:00,16.0,calle,3,-58.40657493,-34.61781124,moto-cargas,moto,cargas
205,2017-0080,1,2017-06-22,2017,6,22,10:15:00,10.0,avenida,9,-58.49525314,-34.64487785,peaton-cargas,peaton,cargas
206,2017-0082,1,2017-06-25,2017,6,25,22:40:00,22.0,avenida,4,-58.39092851,-34.62932696,peaton-auto,peaton,auto
207,2017-0083,1,2017-07-04,2017,7,4,00:25:00,0.0,avenida,9,-58.49603546,-34.64564271,moto-cargas,moto,cargas
208,2017-0084,1,2017-07-05,2017,7,5,12:49:00,12.0,avenida,2,-58.38502878,-34.58703485,peaton-pasajeros,peaton,pasajeros
209,2017-0085,1,2017-07-07,2017,7,7,14:15:00,14.0,avenida,4,-58.37261143,-34.63150425,peaton-pasajeros,peaton,pasajeros
210,2017-0086,1,2017-07-09,2017,7,9,07:30:00,7.0,avenida,9,-58.51876802,-34.63905965,peaton-moto,peaton,moto
211,2017-0087,1,2017-07-10,2017,7,10,10:45:00,10.0,calle,3,-58.41095567,-34.61516101,peaton-auto,peaton,auto
212,2017-0088,1,2017-07-10,2017,7,10,22:30:00,22.0,avenida,1,-58.36797542,-34.62519403,peaton-pasajeros,peaton,pasajeros
213,2017-0089,1,2017-07-13,2017,7,13,12:05:00,12.0,calle,9,-58.51514709,-34.64787051,sd-auto,,auto
214,2017-0090,1,2017-07-15,2017,7,15,05:15:00,5.0,gral paz,11,-58.51925642,-34.59171721,peaton-auto,peaton,auto
215,2017-0091,1,2017-07-15,2017,7,15,13:00:00,13.0,gral paz,12,-58.48671535,-34.54321216,moto-sd,moto,
216,2017-0092,1,2017-07-24,2017,7,24,22:16:01,22.0,autopista,1,-58.38268809,-34.62282019,peaton-auto,peaton,auto
217,2017-0093,1,2017-07-25,2017,7,25,16:48:40,16.0,autopista,13,-58.43633522,-34.54966288,peaton-auto,peaton,auto
218,2017-0094,1,2017-07-27,2017,7,27,08:50:00,8.0,calle,10,-58.52640838,-34.61765855,bicicleta-cargas,bicicleta,cargas
219,2017-0095,1,2017-08-06,2017,8,6,08:00:00,8.0,avenida,14,-58.41894306,-34.59778875,moto-auto,moto,auto
220,2017-0096,1,2017-08-07,2017,8,7,19:50:00,19.0,avenida,13,-58.46756026,-34.54972741,peaton-pasajeros,peaton,pasajeros
221,2017-0098,1,2017-08-08,2017,8,8,12:10:00,12.0,calle,7,-58.45715752,-34.63132912,peaton-auto,peaton,auto
222,2017-0099,1,2017-08-17,2017,8,17,19:45:00,19.0,avenida,14,-58.42406784,-34.56213916,bicicleta-auto,bicicleta,auto
223,2017-0100,1,2017-08-21,2017,8,21,07:45:00,7.0,calle,3,-58.39674470,-34.61512051,moto-objeto fijo,moto,objeto fijo
224,2017-0101,1,2017-08-23,2017,8,23,10:00:00,10.0,avenida,13,-58.44537508,-34.57084818,multiple,peaton,multiple
225,2017-0102,1,2017-08-24,2017,8,24,01:10:00,1.0,avenida,4,-58.40056767,-34.65107080,peaton-cargas,peaton,cargas
226,2017-0104,1,2017-08-25,2017,8,25,09:00:00,9.0,avenida,1,-58.38109568,-34.61853244,peaton-cargas,peaton,cargas
227,2017-0106,1,2017-08-31,2017,8,31,19:50:00,19.0,calle,14,-58.42533612,-34.58035258,peaton-pasajeros,peaton,pasajeros
228,2017-0107,1,2017-09-01,2017,9,1,11:30:00,11.0,avenida,13,-58.46062311,-34.54395182,moto-cargas,moto,cargas
229,2017-0108,2,2017-09-02,2017,9,2,04:53:08,4.0,gral paz,12,-58.49491054,-34.54795581,auto-objeto fijo,objeto fijo,auto
230,2017-0109,1,2017-09-04,2017,9,4,21:00:00,21.0,avenida,7,-58.47130269,-34.63665402,moto-auto,moto,auto
231,2017-0110,1,2017-09-06,2017,9,6,14:15:00,14.0,avenida,1,-58.37048800,-34.60189492,peaton-pasajeros,peaton,pasajeros
232,2017-0111,1,2017-09-07,2017,9,7,18:23:37,18.0,calle,4,-58.42023854,-34.64234110,peaton-cargas,peaton,cargas
233,2017-0112,2,2017-09-10,2017,9,10,09:32:17,9.0,autopista,7,-58.45807401,-34.63997430,auto-objeto fijo,auto,objeto fijo
234,2017-0113,1,2017-09-11,2017,9,11,06:30:00,6.0,avenida,1,-58.37697717,-34.59573848,peaton-pasajeros,peaton,pasajeros
235,2017-0114,1,2017-09-15,2017,9,15,02:30:00,2.0,avenida,2,-58.39100580,-34.58498660,auto-objeto fijo,auto,objeto fijo
236,2017-0115,1,2017-09-19,2017,9,19,18:52:33,18.0,avenida,5,-58.42182126,-34.63089661,moto-bicicleta,moto,bicicleta
237,2017-0116,1,2017-09-20,2017,9,20,22:24:00,22.0,gral paz,12,-58.51389422,-34.58075791,moto-objeto fijo,moto,objeto fijo
238,2017-0118,1,2017-09-22,2017,9,22,07:02:09,7.0,avenida,4,-58.37585415,-34.65232158,moto-auto,moto,auto
239,2017-0120,1,2017-10-02,2017,10,2,15:55:33,15.0,autopista,9,-58.47297505,-34.66245085,moto-cargas,moto,cargas
240,2017-0123,1,2017-10-10,2017,10,10,01:05:38,1.0,avenida,8,-58.46855503,-34.67216349,peaton-auto,peaton,auto
241,2017-0124,1,2017-10-12,2017,10,12,14:40:28,14.0,calle,15,-58.44254033,-34.59185043,moto-pasajeros,moto,pasajeros
242,2017-0125,1,2017-10-13,2017,10,13,06:12:20,6.0,avenida,8,-58.46622247,-34.67926929,moto-objeto fijo,moto,objeto fijo
243,2017-0126,2,2017-10-14,2017,10,14,06:15:00,6.0,avenida,8,-58.48003734,-34.68148508,auto-objeto fijo,auto,objeto fijo
244,2017-0127,1,2017-10-16,2017,10,16,07:45:00,7.0,avenida,2,-58.41192137,-34.59800248,moto-moto,moto,moto
245,2017-0128,1,2017-10-17,2017,10,17,12:30:00,12.0,calle,6,-58.44034689,-34.61349731,peaton-pasajeros,peaton,pasajeros
246,2017-0129,1,2017-10-26,2017,10,26,19:15:15,19.0,autopista,9,-58.47155277,-34.64925746,moto-pasajeros,moto,pasajeros
247,2017-0130,1,2017-10-27,2017,10,27,05:30:00,5.0,avenida,15,-58.47883099,-34.59967065,auto-cargas,auto,cargas
248,2017-0132,1,2017-10-30,2017,10,30,14:00:00,14.0,avenida,8,-58.46552171,-34.69374130,moto-pasajeros,moto,pasajeros
249,2017-0134,1,2017-11-06,2017,11,6,18:00:00,18.0,avenida,8,-58.44239720,-34.66777987,peaton-pasajeros,peaton,pasajeros
250,2017-0135,1,2017-11-07,2017,11,7,12:14:10,12.0,avenida,15,-58.47032551,-34.59626814,moto-cargas,moto,cargas
251,2017-0136,1,2017-11-16,2017,11,16,08:43:00,8.0,avenida,4,-58.41827843,-34.65522746,peaton-pasajeros,peaton,pasajeros
252,2017-0137,1,2017-11-17,2017,11,17,11:45:00,11.0,avenida,11,-58.51280715,-34.59279388,peaton-cargas,peaton,cargas
253,2017-0138,1,2017-11-19,2017,11,19,10:30:00,10.0,avenida,7,-58.46258582,-34.64385704,moto-objeto fijo,moto,objeto fijo
254,2017-0139,1,2017-11-19,2017,11,19,22:30:00,22.0,avenida,8,-58.45064148,-34.68003614,auto-objeto fijo,auto,objeto fijo
255,2017-0140,1,2017-11-19,2017,11,19,23:22:17,23.0,autopista,4,-58.378036,-34.634004,moto-pasajeros,moto,pasajeros
256,2017-0141,1,2017-11-23,2017,11,23,19:45:00,19.0,avenida,6,-58.42717783,-34.62513374,peaton-pasajeros,peaton,pasajeros
257,2017-0143,1,2017-11-25,2017,11,25,21:45:00,21.0,calle,11,-58.46442001,-34.60724519,auto-pasajeros,auto,pasajeros
258,2017-0144,1,2017-11-26,2017,11,26,06:45:00,6.0,gral paz,8,-58.47064556,-34.69843756,auto-objeto fijo,auto,objeto fijo
259,2017-0145,1,2017-11-26,2017,11,26,17:05:00,17.0,calle,5,-58.41677733,-34.61223119,moto-auto,moto,auto
260,2017-0147,1,2017-11-28,2017,11,28,11:15:00,11.0,gral paz,9,-58.50251790,-34.67450313,moto-auto,moto,auto
261,2017-0148,1,2017-11-29,2017,11,29,10:45:00,10.0,avenida,3,-58.40708125,-34.62438894,peaton-pasajeros,peaton,pasajeros
262,2017-0149,1,2017-11-30,2017,11,30,12:20:00,12.0,avenida,1,-58.36947198,-34.61477051,peaton-pasajeros,peaton,pasajeros
263,2017-0150,1,2017-12-04,2017,12,4,01:15:00,1.0,avenida,9,-58.51140889,-34.63934531,peaton-auto,peaton,auto
264,2017-0151,1,2017-12-04,2017,12,4,02:15:00,2.0,calle,4,-58.37460912,-34.65559133,peaton-pasajeros,peaton,pasajeros
265,2017-0152,1,2017-12-06,2017,12,6,17:30:00,17.0,calle,4,-58.41146277,-34.65073916,bicicleta-pasajeros,bicicleta,pasajeros
266,2017-0153,2,2017-12-11,2017,12,11,02:00:00,2.0,avenida,6,-58.42855267,-34.61829385,moto-pasajeros,moto,pasajeros
267,2017-0154,1,2017-12-11,2017,12,11,09:15:00,9.0,avenida,4,-58.39035581,-34.63412287,peaton-pasajeros,peaton,pasajeros
268,2017-0155,1,2017-12-12,2017,12,12,21:25:41,21.0,avenida,7,-58.45593915,-34.62656868,sd-moto,,moto
269,2017-0157,1,2017-12-17,2017,12,17,09:02:00,9.0,gral paz,9,-58.52866211,-34.64597065,auto-pasajeros,auto,pasajeros
270,2017-0158,1,2017-12-18,2017,12,18,21:30:00,21.0,gral paz,11,-58.52037476,-34.59407024,moto-auto,moto,auto
271,2017-0159,1,2017-12-20,2017,12,20,04:31:27,4.0,avenida,1,-58.38896772,-34.61799615,moto-auto,moto,auto
272,2017-0160,1,2017-12-22,2017,12,22,13:15:00,13.0,avenida,7,-58.47074114,-34.62771756,peaton-moto,peaton,moto
273,2017-0161,1,2017-12-26,2017,12,26,15:30:00,15.0,avenida,9,-58.48200819,-34.65969965,peaton-auto,peaton,auto
274,2018-0001,1,2018-01-01,2018,1,1,22:50:00,22.0,avenida,3,-58.39536773,-34.62297346,peaton-moto,peaton,moto
275,2018-0002,1,2018-01-03,2018,1,3,16:40:00,16.0,calle,1,-58.37456088,-34.61895467,bicicleta-pasajeros,bicicleta,pasajeros
276,2018-0003,1,2018-01-05,2018,1,5,10:12:00,10.0,avenida,15,-58.44860217,-34.60395657,multiple,peaton,multiple
277,2018-0004,1,2018-01-09,2018,1,9,09:40:00,9.0,avenida,13,-58.46129513,-34.54332766,multiple,moto,multiple
278,2018-0005,1,2018-01-09,2018,1,9,22:30:00,22.0,avenida,1,-58.36907201,-34.61953517,peaton-pasajeros,peaton,pasajeros
279,2018-0006,1,2018-01-10,2018,1,10,21:15:00,21.0,calle,6,-58.44062219,-34.62499107,bicicleta-pasajeros,bicicleta,pasajeros
280,2018-0007,1,2018-01-11,2018,1,11,02:30:00,2.0,autopista,9,-58.52502765,-34.63601265,auto-auto,auto,auto
281,2018-0008,1,2018-01-12,2018,1,12,17:50:00,17.0,avenida,1,-58.36659655,-34.61687778,moto-cargas,moto,cargas
282,2018-0009,1,2018-01-14,2018,1,14,02:00:00,2.0,avenida,4,-58.36737389,-34.62763661,moto-moto,moto,moto
283,2018-0010,1,2018-01-18,2018,1,18,05:10:00,5.0,calle,10,-58.49807953,-34.63038658,moto-cargas,moto,cargas
284,2018-0011,1,2018-01-19,2018,1,19,10:30:00,10.0,avenida,2,-58.39092703,-34.59088447,peaton-pasajeros,peaton,pasajeros
285,2018-0012,1,2018-01-26,2018,1,26,13:30:00,13.0,calle,8,-58.46912006,-34.68049201,moto-pasajeros,moto,pasajeros
286,2018-0013,1,2018-01-28,2018,1,28,08:15:00,8.0,avenida,12,-58.48661286,-34.56786129,moto-auto,moto,auto
287,2018-0014,1,2018-01-31,2018,1,31,20:00:00,20.0,avenida,7,-58.44074927,-34.65080597,peaton-moto,peaton,moto
288,2018-0015,2,2018-02-06,2018,2,6,01:00:00,1.0,avenida,4,-58.38636298,-34.64684275,moto-pasajeros,moto,pasajeros
289,2018-0016,1,2018-02-15,2018,2,15,10:15:00,10.0,avenida,1,-58.37533517,-34.59276462,moto-cargas,moto,cargas
290,2018-0017,1,2018-02-17,2018,2,17,04:15:00,4.0,avenida,7,-58.46963952,-34.63070603,peaton-auto,peaton,auto
291,2018-0018,1,2018-02-17,2018,2,17,07:15:00,7.0,calle,4,-58.37207554,-34.64543658,moto-cargas,moto,cargas
292,2018-0019,1,2018-02-17,2018,2,17,12:30:00,12.0,avenida,2,-58.39189441,-34.59176378,peaton-pasajeros,peaton,pasajeros
293,2018-0020,1,2018-02-19,2018,2,19,22:00:00,22.0,autopista,8,-58.45012957,-34.66518343,moto-cargas,moto,cargas
294,2018-0021,1,2018-02-22,2018,2,22,10:45:00,10.0,avenida,4,-58.40184094,-34.64546845,peaton-pasajeros,peaton,pasajeros
295,2018-0022,1,2018-02-24,2018,2,24,00:00:00,0.0,avenida,4,-58.37441153,-34.63966783,moto-cargas,moto,cargas
296,2018-0023,1,2018-02-24,2018,2,24,06:00:00,6.0,calle,6,-58.44110156,-34.62082399,moto-auto,moto,auto
297,2018-0024,1,2018-02-28,2018,2,28,23:00:00,23.0,avenida,15,-58.47087351,-34.57827342,peaton-cargas,peaton,cargas
298,2018-0025,1,2018-03-04,2018,3,4,22:30:00,22.0,avenida,7,-58.45962210,-34.62245140,peaton-auto,peaton,auto
299,2018-0026,2,2018-03-09,2018,3,9,04:45:00,4.0,avenida,4,-58.41657793,-34.65476216,movil-cargas,movil,cargas
300,2018-0027,1,2018-03-11,2018,3,11,23:00:00,23.0,calle,5,-58.41911301,-34.63722107,peaton-moto,peaton,moto
301,2018-0028,1,2018-03-13,2018,3,13,15:45:00,15.0,avenida,9,-58.47120586,-34.64251042,peaton-cargas,peaton,cargas
302,2018-0029,1,2018-03-15,2018,3,15,18:00:00,18.0,avenida,11,-58.47418944,-34.62049672,moto-auto,moto,auto
303,2018-0030,1,2018-03-20,2018,3,20,01:30:00,1.0,avenida,15,-58.46720441,-34.57905579,moto-moto,moto,moto
304,2018-0031,1,2018-03-28,2018,3,28,10:15:00,10.0,avenida,11,-58.46909362,-34.61779710,moto-cargas,moto,cargas
305,2018-0032,1,2018-04-02,2018,4,2,13:00:00,13.0,avenida,13,-58.44704343,-34.56888640,peaton-pasajeros,peaton,pasajeros
306,2018-0033,1,2018-04-07,2018,4,7,07:30:00,7.0,avenida,10,-58.50535541,-34.62902048,moto-cargas,moto,cargas
307,2018-0034,1,2018-04-11,2018,4,11,18:15:00,18.0,avenida,2,-58.40021675,-34.59522198,peaton-pasajeros,peaton,pasajeros
308,2018-0035,1,2018-04-12,2018,4,12,16:45:00,16.0,avenida,7,-58.46325991,-34.62919627,peaton-pasajeros,peaton,pasajeros
309,2018-0036,1,2018-04-13,2018,4,13,23:15:00,23.0,avenida,15,-58.49471482,-34.59694755,moto-auto,moto,auto
310,2018-0037,1,2018-04-18,2018,4,18,18:45:00,18.0,avenida,2,-58.39872610,-34.59975962,peaton-cargas,peaton,cargas
311,2018-0038,2,2018-04-20,2018,4,20,17:10:00,17.0,avenida,1,-58.38872177,-34.60885045,peaton-auto,peaton,auto
312,2018-0039,1,2018-04-21,2018,4,21,22:15:00,22.0,autopista,14,-58.42098,-34.558958,peaton-auto,peaton,auto
313,2018-0040,1,2018-04-27,2018,4,27,11:00:00,11.0,calle,13,-58.45686132,-34.57305993,peaton-cargas,peaton,cargas
314,2018-0041,1,2018-04-27,2018,4,27,13:30:00,13.0,avenida,4,-58.42281627,-34.64282424,peaton-pasajeros,peaton,pasajeros
315,2018-0042,1,2018-04-27,2018,4,27,18:43:00,18.0,calle,4,-58.38666024,-34.63953396,moto-cargas,moto,cargas
316,2018-0043,1,2018-04-28,2018,4,28,06:30:00,6.0,avenida,11,-58.49122843,-34.61207587,moto-auto,moto,auto
317,2018-0044,1,2018-04-28,2018,4,28,09:00:00,9.0,avenida,3,-58.40098306,-34.61866627,peaton-auto,peaton,auto
318,2018-0045,1,2018-04-30,2018,4,30,07:00:00,7.0,avenida,13,-58.45448963,-34.57916920,auto-cargas,auto,cargas
319,2018-0046,1,2018-05-02,2018,5,2,03:15:00,3.0,gral paz,9,-58.52927982,-34.63931752,peaton-auto,peaton,auto
320,2018-0047,1,2018-05-08,2018,5,8,19:00:00,19.0,avenida,15,-58.44759966,-34.59170240,peaton-pasajeros,peaton,pasajeros
321,2018-0048,1,2018-05-09,2018,5,9,10:30:00,10.0,avenida,7,-58.46411215,-34.62925068,peaton-pasajeros,peaton,pasajeros
322,2018-0049,1,2018-05-11,2018,5,11,19:15:00,19.0,calle,13,-58.46213220,-34.55395823,peaton-auto,peaton,auto
323,2018-0050,1,2018-05-14,2018,5,14,18:45:00,18.0,avenida,13,-58.45669422,-34.56203610,peaton-pasajeros,peaton,pasajeros
324,2018-0051,1,2018-05-15,2018,5,15,21:15:00,21.0,calle,4,-58.35977160,-34.64341878,peaton-auto,peaton,auto
325,2018-0052,1,2018-05-18,2018,5,18,20:30:00,20.0,avenida,15,-58.49820145,-34.59070093,peaton-pasajeros,peaton,pasajeros
326,2018-0053,1,2018-05-20,2018,5,20,02:30:00,2.0,calle,3,-58.41059280,-34.59939180,moto-auto,moto,auto
327,2018-0054,1,2018-05-22,2018,5,22,11:15:00,11.0,calle,12,-58.47969138,-34.57121563,peaton-bicicleta,peaton,bicicleta
328,2018-0055,1,2018-05-29,2018,5,29,07:30:00,7.0,avenida,3,-58.40351561,-34.61883916,moto-auto,moto,auto
329,2018-0056,1,2018-06-02,2018,6,2,13:00:00,13.0,avenida,9,-58.51973844,-34.63918987,peaton-pasajeros,peaton,pasajeros
330,2018-0057,1,2018-06-03,2018,6,3,03:30:00,3.0,calle,3,-58.39311376,-34.62163006,moto-pasajeros,moto,pasajeros
331,2018-0058,1,2018-06-03,2018,6,3,06:30:00,6.0,avenida,15,-58.43531242,-34.59082159,moto-auto,moto,auto
332,2018-0059,1,2018-06-08,2018,6,8,06:20:00,6.0,avenida,5,-58.41178165,-34.63035454,moto-movil,moto,otro
333,2018-0060,1,2018-06-08,2018,6,8,12:50:00,12.0,avenida,1,-58.37048800,-34.60189492,peaton-pasajeros,peaton,pasajeros
334,2018-0061,1,2018-06-10,2018,6,10,11:15:00,11.0,calle,3,-58.39883882,-34.61964833,moto-moto,moto,moto
335,2018-0062,1,2018-06-14,2018,6,14,01:00:00,1.0,calle,6,-58.44110156,-34.62082399,peaton-cargas,peaton,cargas
336,2018-0063,1,2018-06-16,2018,6,16,21:15:00,21.0,avenida,1,-58.37093138,-34.59952725,peaton-pasajeros,peaton,pasajeros
337,2018-0064,1,2018-06-25,2018,6,25,01:15:00,1.0,avenida,7,-58.45855262,-34.63953253,auto-cargas,auto,cargas
338,2018-0065,1,2018-06-26,2018,6,26,17:30:00,17.0,calle,1,-58.38161909,-34.59283447,moto-cargas,moto,cargas
339,2018-0066,1,2018-06-28,2018,6,28,11:00:00,11.0,avenida,15,-58.45511899,-34.58698157,peaton-pasajeros,peaton,pasajeros
340,2018-0067,1,2018-06-29,2018,6,29,16:15:00,16.0,avenida,4,-58.37724226,-34.62973033,pasajeros-auto,pasajeros,auto
341,2018-0068,1,2018-07-01,2018,7,1,09:00:00,9.0,avenida,7,-58.45546217,-34.62930339,moto-auto,moto,auto
342,2018-0069,1,2018-07-04,2018,7,4,21:45:00,21.0,avenida,2,-58.39897064,-34.59954925,bicicleta-pasajeros,bicicleta,pasajeros
343,2018-0070,1,2018-07-07,2018,7,7,15:45:00,15.0,calle,3,-58.40917826,-34.62126274,moto-pasajeros,moto,pasajeros
344,2018-0071,1,2018-07-10,2018,7,10,17:50:00,17.0,avenida,1,-58.36726348,-34.61099738,moto-cargas,moto,cargas
345,2018-0072,1,2018-07-11,2018,7,11,13:15:00,13.0,autopista,8,-58.48267426,-34.68454456,moto-cargas,moto,cargas
346,2018-0073,1,2018-07-11,2018,7,11,15:45:00,15.0,avenida,4,-58.39546165,-34.65168841,peaton-cargas,peaton,cargas
347,2018-0074,1,2018-07-14,2018,7,14,06:04:00,6.0,avenida,7,-58.46941984,-34.63376545,auto-cargas,auto,cargas
