,ID,N_VICTIMAS,FECHA,AAAA,MM,DD,HORA,HH,TIPO_DE_CALLE,COMUNA,pos x,pos y,PARTICIPANTES,VICTIMA,ACUSADO
348,2018-0075,1,2018-07-15,2018,7,15,07:30:00,7.0,avenida,14,-58.40367321,-34.58129246,peaton-auto,peaton,auto
349,2018-0076,1,2018-07-16,2018,7,16,09:30:00,9.0,calle,9,-58.52932872,-34.65014993,auto-cargas,auto,cargas
350,2018-0077,1,2018-07-16,2018,7,16,23:15:00,23.0,calle,3,-58.40917826,-34.62126274,auto-cargas,auto,cargas
351,2018-0078,1,2018-07-21,2018,7,21,06:15:00,6.0,calle,2,-58.41264127,-34.59473294,peaton-auto,peaton,auto
352,2018-0079,1,2018-07-23,2018,7,23,07:15:00,7.0,gral paz,9,-58.50877521,-34.66977709,peaton-cargas,peaton,cargas
353,2018-0080,1,2018-07-25,2018,7,25,22:22:00,22.0,avenida,9,-58.51232237,-34.65903530,peaton-auto,peaton,auto
354,2018-0081,1,2018-07-29,2018,7,29,06:30:00,6.0,avenida,7,-58.44744156,-34.64567171,multiple,peaton,multiple
355,2018-0082,1,2018-08-01,2018,8,1,15:53:00,15.0,avenida,9,-58.49441273,-34.65869968,moto-cargas,moto,cargas
356,2018-0083,1,2018-08-02,2018,8,2,05:20:00,5.0,gral paz,8,-58.47976785,-34.69153196,moto-cargas,moto,cargas
357,2018-0084,1,2018-08-03,2018,8,3,07:25:00,7.0,avenida,1,-58.36523349,-34.62260331,peaton-cargas,peaton,cargas
358,2018-0085,2,2018-08-03,2018,8,3,18:16:00,18.0,avenida,3,-58.39118948,-34.62704273,moto-pasajeros,moto,pasajeros
359,2018-0086,1,2018-08-10,2018,8,10,21:44:00,21.0,avenida,9,-58.49019551,-34.65015854,peaton-pasajeros,peaton,pasajeros
360,2018-0087,1,2018-08-15,2018,8,15,19:20:00,19.0,avenida,5,-58.41644362,-34.63023775,peaton-pasajeros,peaton,pasajeros
361,2018-0088,1,2018-08-17,2018,8,17,16:36:00,16.0,gral paz,12,-58.50073810,-34.54979510,moto-cargas,moto,cargas
362,2018-0089,1,2018-08-17,2018,8,17,17:56:00,17.0,avenida,4,-58.39626094,-34.63036565,peaton-pasajeros,peaton,pasajeros
363,2018-0090,1,2018-08-18,2018,8,18,10:34:00,10.0,avenida,8,-58.43284809,-34.67051543,moto-auto,moto,auto
364,2018-0091,1,2018-08-19,2018,8,19,18:47:00,18.0,autopista,9,-58.52280139,-34.63659934,auto-auto,auto,auto
365,2018-0092,1,2018-08-20,2018,8,20,08:20:00,8.0,avenida,14,-58.42336930,-34.59774487,moto-auto,moto,auto
366,2018-0093,1,2018-08-20,2018,8,20,08:41:00,8.0,calle,1,-58.38691681,-34.63105973,peaton-pasajeros,peaton,pasajeros
367,2018-0094,1,2018-08-23,2018,8,23,05:35:00,5.0,calle,14,-58.41169020,-34.58579880,moto-pasajeros,moto,pasajeros
368,2018-0095,1,2018-08-26,2018,8,26,00:59:00,0.0,avenida,9,-58.46739825,-34.65117757,auto-auto,auto,auto
369,2018-0096,1,2018-08-31,2018,8,31,22:20:00,22.0,autopista,8,-58.44483258,-34.67152226,peaton-auto,peaton,auto
370,2018-0097,1,2018-09-02,2018,9,2,10:50:00,10.0,avenida,8,-58.43254025,-34.66128115,auto-movil,auto,otro
371,2018-0098,2,2018-09-09,2018,9,9,05:00:00,5.0,gral paz,8,-58.47199387,-34.69640164,auto-auto,auto,auto
372,2018-0099,1,2018-09-12,2018,9,12,14:25:00,14.0,avenida,7,-58.46411215,-34.62925068,peaton-pasajeros,peaton,pasajeros
373,2018-0100,1,2018-09-20,2018,9,20,10:30:00,10.0,avenida,1,-58.36217754,-34.62367156,moto-auto,moto,auto
374,2018-0101,1,2018-09-21,2018,9,21,00:15:00,0.0,gral paz,12,-58.48098594,-34.54073130,multiple,auto,multiple
375,2018-0102,1,2018-09-21,2018,9,21,00:30:00,0.0,calle,4,-58.41083404,-34.64640709,moto-auto,moto,auto
376,2018-0103,1,2018-09-27,2018,9,27,17:51:00,17.0,avenida,7,-58.44609828,-34.64446729,peaton-moto,peaton,moto
377,2018-0104,1,2018-10-01,2018,10,1,08:58:00,8.0,autopista,4,-58.37709334,-34.64035082,moto-moto,moto,moto
378,2018-0105,1,2018-10-03,2018,10,3,18:12:00,18.0,avenida,7,-58.46963952,-34.63070603,peaton-pasajeros,peaton,pasajeros
379,2018-0106,1,2018-10-04,2018,10,4,22:02:00,22.0,avenida,13,-58.43674281,-34.55161027,moto-moto,moto,moto
380,2018-0107,1,2018-10-06,2018,10,6,14:20:00,14.0,avenida,3,-58.40596860,-34.61011987,peaton-pasajeros,peaton,pasajeros
381,2018-0108,1,2018-10-09,2018,10,9,14:00:00,14.0,avenida,1,-58.36154069,-34.60463618,moto-auto,moto,auto
382,2018-0109,1,2018-10-10,2018,10,10,22:12:00,22.0,avenida,1,-58.37062179,-34.60066507,peaton-pasajeros,peaton,pasajeros
383,2018-0110,1,2018-10-13,2018,10,13,03:05:00,3.0,avenida,15,-58.43220014,-34.60207186,peaton-moto,peaton,moto
384,2018-0111,1,2018-10-19,2018,10,19,12:13:00,12.0,autopista,9,-58.46958442,-34.64949724,moto-cargas,moto,cargas
385,2018-0112,1,2018-10-24,2018,10,24,09:18:00,9.0,calle,15,-58.44671397,-34.59970903,moto-cargas,moto,cargas
386,2018-0113,1,2018-10-25,2018,10,25,11:00:00,11.0,calle,11,-58.47152163,-34.61474911,moto-cargas,moto,cargas
387,2018-0114,1,2018-10-30,2018,10,30,02:15:00,2.0,avenida,1,-58.39032921,-34.61807951,moto-auto,moto,auto
388,2018-0115,1,2018-10-31,2018,10,31,12:30:00,12.0,calle,9,-58.52887773,-34.64297861,peaton-pasajeros,peaton,pasajeros
389,2018-0116,1,2018-11-01,2018,11,1,10:50:00,10.0,gral paz,8,-58.49371157,-34.67981324,peaton-cargas,peaton,cargas
390,2018-0117,1,2018-11-04,2018,11,4,08:15:00,8.0,avenida,9,-58.48266599,-34.66012327,moto-moto,moto,moto
391,2018-0118,1,2018-11-05,2018,11,5,14:49:00,14.0,avenida,3,-58.40612253,-34.60774301,peaton-moto,peaton,moto
392,2018-0119,1,2018-11-05,2018,11,5,22:35:00,22.0,avenida,8,-58.43613623,-34.66292532,peaton-sd,peaton,
393,2018-0120,1,2018-11-09,2018,11,9,13:34:00,13.0,avenida,12,-58.48250732,-34.57208238,peaton-auto,peaton,auto
394,2018-0121,1,2018-11-09,2018,11,9,16:32:00,16.0,avenida,10,-58.49945705,-34.63743280,peaton-pasajeros,peaton,pasajeros
395,2018-0122,1,2018-11-12,2018,11,12,01:00:00,1.0,autopista,8,-58.47743966,-34.67233407,auto-auto,auto,auto
396,2018-0123,1,2018-11-12,2018,11,12,03:32:00,3.0,gral paz,9,-58.50251790,-34.67450313,auto-sd,auto,
397,2018-0124,1,2018-11-15,2018,11,15,19:40:00,19.0,autopista,9,-58.52144411,-34.63682499,cargas-cargas,cargas,cargas
398,2018-0125,1,2018-11-16,2018,11,16,21:12:00,21.0,avenida,4,-58.41650465,-34.65084045,peaton-pasajeros,peaton,pasajeros
399,2018-0126,1,2018-11-18,2018,11,18,12:11:00,12.0,gral paz,9,-58.52994219,-34.64055918,moto-auto,moto,auto
400,2018-0127,1,2018-11-19,2018,11,19,09:14:00,9.0,gral paz,12,-58.50993046,-34.56919739,moto-moto,moto,moto
401,2018-0128,2,2018-11-25,2018,11,25,04:30:00,4.0,gral paz,9,-58.52844623,-34.64592873,auto-pasajeros,auto,pasajeros
402,2018-0129,1,2018-11-28,2018,11,28,04:01:00,4.0,avenida,15,-58.45021367,-34.58695347,moto-pasajeros,moto,pasajeros
403,2018-0130,1,2018-12-03,2018,12,3,03:00:00,3.0,avenida,10,-58.49022072,-34.62770192,moto-pasajeros,moto,pasajeros
404,2018-0131,1,2018-12-07,2018,12,7,19:10:00,19.0,avenida,1,-58.36860866,-34.60106568,moto-cargas,moto,cargas
405,2018-0132,1,2018-12-12,2018,12,12,08:26:00,8.0,autopista,2,-58.39490504,-34.57241534,peaton-cargas,peaton,cargas
406,2018-0133,1,2018-12-12,2018,12,12,14:07:00,14.0,avenida,7,-58.46963952,-34.63070603,peaton-cargas,peaton,cargas
407,2018-0134,1,2018-12-12,2018,12,12,21:00:00,21.0,avenida,7,-58.42349365,-34.64019887,peaton-moto,peaton,moto
408,2018-0135,1,2018-12-18,2018,12,18,14:40:00,14.0,avenida,1,-58.37471802,-34.61265002,peaton-pasajeros,peaton,pasajeros
409,2018-0136,1,2018-12-18,2018,12,18,15:42:00,15.0,avenida,7,-58.46438789,-34.62913916,peaton-pasajeros,peaton,pasajeros
410,2018-0137,1,2018-12-18,2018,12,18,20:15:00,20.0,calle,1,-58.38481975,-34.61100424,moto-pasajeros,moto,pasajeros
411,2018-0138,1,2018-12-21,2018,12,21,09:30:00,9.0,calle,10,-58.50751833,-34.62073702,pasajeros-pasajeros,pasajeros,pasajeros
412,2018-0139,1,2018-12-22,2018,12,22,06:30:00,6.0,calle,7,-58.44682986,-34.63888084,moto-moto,moto,moto
413,2018-0140,1,2018-12-22,2018,12,22,08:05:00,8.0,calle,1,-58.36004650,-34.61381341,auto-auto,auto,auto
414,2018-0141,1,2018-12-22,2018,12,22,17:40:00,17.0,avenida,5,-58.41509546,-34.62085945,peaton-moto,peaton,moto
415,2018-0142,1,2018-12-25,2018,12,25,13:30:00,13.0,gral paz,12,-58.50997604,-34.57251072,cargas-pasajeros,cargas,pasajeros
416,2018-0143,1,2018-12-29,2018,12,29,05:25:00,5.0,avenida,10,-58.48606475,-34.64047818,moto-auto,moto,auto
417,2019-0001,1,2019-01-08,2019,1,8,08:30:00,8.0,avenida,2,-58.38526125,-34.57805810,moto-cargas,moto,cargas
418,2019-0002,1,2019-01-09,2019,1,9,04:00:00,4.0,avenida,7,-58.45463662,-34.65082149,auto-cargas,auto,cargas
419,2019-0003,1,2019-01-12,2019,1,12,08:00:00,8.0,avenida,15,-58.49121672,-34.59718073,moto-auto,moto,auto
420,2019-0004,1,2019-01-14,2019,1,14,19:58:00,19.0,avenida,9,-58.47325712,-34.65284605,auto-pasajeros,auto,pasajeros
421,2019-0005,1,2019-01-19,2019,1,19,12:00:00,12.0,avenida,10,-58.52108101,-34.63382309,moto-cargas,moto,cargas
422,2019-0006,1,2019-01-23,2019,1,23,05:45:00,5.0,avenida,14,-58.41652702,-34.55509606,peaton-auto,peaton,auto
423,2019-0007,1,2019-01-26,2019,1,26,19:34:00,19.0,calle,5,-58.42891604,-34.61071660,moto-auto,moto,auto
424,2019-0008,1,2019-01-30,2019,1,30,22:45:00,22.0,gral paz,8,-58.47802293,-34.69156793,multiple,moto,multiple
425,2019-0009,1,2019-01-31,2019,1,31,14:55:00,14.0,avenida,1,-58.37564821,-34.62200207,moto-auto,moto,auto
426,2019-0010,2,2019-02-02,2019,2,2,07:50:00,7.0,avenida,14,-58.42668489,-34.56961468,peaton-auto,peaton,auto
427,2019-0011,1,2019-02-10,2019,2,10,01:00:00,1.0,gral paz,9,-58.51839930,-34.66252488,peaton-auto,peaton,auto
428,2019-0012,1,2019-02-17,2019,2,17,03:16:00,3.0,avenida,8,-58.48432691,-34.67665828,moto-auto,moto,auto
429,2019-0013,1,2019-02-20,2019,2,20,07:30:00,7.0,calle,7,-58.43383830,-34.64457699,peaton-auto,peaton,auto
430,2019-0014,1,2019-02-20,2019,2,20,17:30:00,17.0,calle,11,-58.51664939,-34.58657938,moto-objeto fijo,moto,objeto fijo
431,2019-0015,1,2019-02-23,2019,2,23,06:57:00,6.0,avenida,11,-58.49613012,-34.59703502,auto-objeto fijo,auto,objeto fijo
432,2019-0016,1,2019-02-24,2019,2,24,02:00:00,2.0,calle,4,-58.38313603,-34.63356284,moto-pasajeros,moto,pasajeros
433,2019-0017,1,2019-03-03,2019,3,3,07:00:00,7.0,calle,3,-58.39914719,-34.61632317,auto-pasajeros,auto,pasajeros
434,2019-0018,1,2019-03-03,2019,3,3,23:30:00,23.0,autopista,13,-58.44927253,-34.54048625,peaton-auto,peaton,auto
435,2019-0019,1,2019-03-06,2019,3,6,12:00:00,12.0,avenida,13,-58.45049163,-34.55374003,moto-auto,moto,auto
436,2019-0020,1,2019-03-07,2019,3,7,21:01:00,21.0,avenida,5,-58.41288952,-34.63572989,moto-auto,moto,auto
437,2019-0021,1,2019-03-15,2019,3,15,22:50:00,22.0,avenida,7,-58.45743597,-34.62561234,moto-auto,moto,auto
438,2019-0022,1,2019-03-15,2019,3,15,1900-01-02 00:00:00,0.0,avenida,1,-58.39123782,-34.62352245,auto-sd,auto,
439,2019-0023,1,2019-03-16,2019,3,16,08:28:00,8.0,gral paz,9,-58.52922765,-34.63637963,auto-objeto fijo,auto,objeto fijo
440,2019-0024,1,2019-03-19,2019,3,19,1900-01-14 07:12:00,7.0,avenida,1,-58.37208118,-34.58541957,moto-cargas,moto,cargas
441,2019-0025,1,2019-03-22,2019,3,22,13:10:00,13.0,calle,5,-58.41458534,-34.60937557,peaton-auto,peaton,auto
442,2019-0026,1,2019-03-28,2019,3,28,07:32:00,7.0,avenida,8,-58.47976785,-34.69153196,peaton-pasajeros,peaton,pasajeros
443,2019-0027,1,2019-03-28,2019,3,28,11:11:00,11.0,avenida,2,-58.39990285,-34.59511714,multiple,bicicleta,multiple
444,2019-0028,1,2019-04-06,2019,4,6,09:15:00,9.0,avenida,11,-58.46051346,-34.60588536,peaton-pasajeros,peaton,pasajeros
445,2019-0029,1,2019-04-07,2019,4,7,10:15:00,10.0,avenida,8,-58.47976785,-34.69153196,moto-objeto fijo,moto,objeto fijo
446,2019-0030,1,2019-04-09,2019,4,9,16:00:00,16.0,calle,7,-58.45457546,-34.62447891,moto-cargas,moto,cargas
447,2019-0031,1,2019-04-12,2019,4,12,19:55:00,19.0,avenida,1,-58.36951669,-34.59832047,bicicleta-cargas,bicicleta,cargas
448,2019-0032,1,2019-04-16,2019,4,16,11:00:00,11.0,avenida,11,-58.46415322,-34.60443790,peaton-auto,peaton,auto
449,2019-0033,1,2019-04-18,2019,4,18,01:00:00,1.0,autopista,1,-58.36607137,-34.62150748,moto-sd,moto,
450,2019-0034,1,2019-04-21,2019,4,21,09:08:00,9.0,avenida,7,-58.45537373,-34.65093074,moto-objeto fijo,moto,objeto fijo
451,2019-0035,1,2019-04-23,2019,4,23,14:10:00,14.0,calle,1,-58.37942637,-34.60053054,peaton-bicicleta,peaton,bicicleta
452,2019-0036,1,2019-04-26,2019,4,26,22:46:00,22.0,calle,6,-58.43680440,-34.62147504,moto-auto,moto,auto
453,2019-0037,1,2019-05-01,2019,5,1,23:10:00,23.0,avenida,3,-58.40778291,-34.61971907,moto-auto,moto,auto
454,2019-0038,1,2019-05-04,2019,5,4,14:10:00,14.0,avenida,13,-58.45212523,-34.54628513,peaton-moto,peaton,moto
455,2019-0039,1,2019-05-09,2019,5,9,03:05:00,3.0,avenida,7,-58.46749188,-34.63551751,moto-auto,moto,auto
456,2019-0040,1,2019-05-09,2019,5,9,12:45:00,12.0,calle,7,-58.44263580,-34.63679732,moto-sd,moto,
457,2019-0041,1,2019-05-11,2019,5,11,20:30:00,20.0,avenida,9,-58.51140289,-34.65846419,multiple,auto,multiple
458,2019-0042,1,2019-05-14,2019,5,14,15:00:00,15.0,calle,1,-58.38211431,-34.62465368,peaton-pasajeros,peaton,pasajeros
459,2019-0043,1,2019-05-21,2019,5,21,09:00:00,9.0,avenida,1,-58.36951669,-34.59832047,bicicleta-cargas,bicicleta,cargas
460,2019-0044,1,2019-05-27,2019,5,27,12:45:00,12.0,avenida,5,-58.41635217,-34.62036547,peaton-moto,peaton,moto
461,2019-0045,1,2019-06-03,2019,6,3,07:27:00,7.0,avenida,14,-58.41316147,-34.57579669,moto-cargas,moto,cargas
462,2019-0046,1,2019-06-04,2019,6,4,09:00:00,9.0,gral paz,13,-58.47617802,-34.53825652,moto-auto,moto,auto
463,2019-0047,1,2019-06-06,2019,6,6,10:00:00,10.0,avenida,4,-58.38641783,-34.63330028,peaton-cargas,peaton,cargas
464,2019-0048,1,2019-06-07,2019,6,7,07:00:00,7.0,avenida,6,-58.45322169,-34.62038137,moto-cargas,moto,cargas
465,2019-0049,1,2019-06-08,2019,6,8,09:20:00,9.0,calle,13,-58.45849057,-34.56166498,peaton-cargas,peaton,cargas
466,2019-0050,1,2019-06-08,2019,6,8,23:35:00,23.0,avenida,14,-58.41829559,-34.59411677,moto-cargas,moto,cargas
467,2019-0051,1,2019-06-11,2019,6,11,10:00:00,10.0,calle,4,-58.36376488,-34.63832093,moto-auto,moto,auto
468,2019-0053,1,2019-06-14,2019,6,14,17:20:00,17.0,avenida,8,-58.46442668,-34.66004784,auto-auto,auto,auto
469,2019-0054,1,2019-06-20,2019,6,20,03:00:00,3.0,calle,15,-58.48222035,-34.58428769,moto-objeto fijo,moto,objeto fijo
470,2019-0055,1,2019-06-20,2019,6,20,19:45:00,19.0,avenida,1,-58.36819005,-34.60283208,moto-pasajeros,moto,pasajeros
471,2019-0056,1,2019-06-29,2019,6,29,17:16:00,17.0,avenida,7,-58.45877601,-34.62330939,peaton-auto,peaton,auto
472,2019-0057,1,2019-07-05,2019,7,5,19:00:00,19.0,calle,13,-58.44196498,-34.55760517,peaton-auto,peaton,auto
473,2019-0058,1,2019-07-10,2019,7,10,09:20:00,9.0,autopista,10,-58.50622631,-34.63627822,moto-pasajeros,moto,pasajeros
474,2019-0059,1,2019-07-13,2019,7,13,22:35:00,22.0,calle,1,-58.38410880,-34.63099197,moto-pasajeros,moto,pasajeros
475,2019-0060,1,2019-07-17,2019,7,17,11:20:00,11.0,avenida,10,-58.48100602,-34.63504312,peaton-auto,peaton,auto
476,2019-0061,1,2019-07-17,2019,7,17,18:40:00,18.0,calle,13,-58.45200171,-34.55781320,peaton-pasajeros,peaton,pasajeros
477,2019-0062,1,2019-08-01,2019,8,1,23:00:00,23.0,avenida,13,-58.44462132,-34.56201105,peaton-pasajeros,peaton,pasajeros
478,2019-0063,1,2019-08-04,2019,8,4,01:30:00,1.0,avenida,15,-58.45220688,-34.58711712,moto-pasajeros,moto,pasajeros
479,2019-0064,1,2019-08-06,2019,8,6,03:15:00,3.0,avenida,7,-58.45962210,-34.62245140,moto-auto,moto,auto
480,2019-0065,1,2019-08-08,2019,8,8,16:45:00,16.0,calle,4,-58.41970850,-34.65414867,peaton-pasajeros,peaton,pasajeros
481,2019-0066,1,2019-08-11,2019,8,11,21:15:00,21.0,avenida,7,-58.44187596,-34.64938031,peaton-auto,peaton,auto
482,2019-0067,1,2019-08-14,2019,8,14,15:00:00,15.0,calle,10,-58.49101637,-34.64276621,moto-cargas,moto,cargas
483,2019-0068,1,2019-08-14,2019,8,14,17:40:00,17.0,avenida,8,-58.42493829,-34.66256502,moto-moto,moto,moto
484,2019-0069,1,2019-08-17,2019,8,17,05:25:00,5.0,avenida,4,-58.40489318,-34.62930162,moto-auto,moto,auto
485,2019-0070,1,2019-08-22,2019,8,22,12:30:00,12.0,avenida,14,-58.42686680,-34.59217875,moto-bicicleta,moto,bicicleta
486,2019-0071,1,2019-08-27,2019,8,27,11:30:00,11.0,avenida,9,-58.47961100,-34.65620398,peaton-cargas,peaton,cargas
487,2019-0072,1,2019-08-28,2019,8,28,06:20:00,6.0,avenida,10,-58.47439934,-34.63524207,auto-auto,auto,auto
488,2019-0073,1,2019-08-29,2019,8,29,01:50:00,1.0,avenida,15,-58.46711912,-34.57926018,auto-objeto fijo,auto,objeto fijo
489,2019-0074,1,2019-08-29,2019,8,29,09:00:00,9.0,autopista,13,-58.46514781,-34.53465378,moto-cargas,moto,cargas
490,2019-0075,1,2019-08-30,2019,8,30,23:20:00,23.0,calle,4,-58.37571078,-34.65584079,moto-pasajeros,moto,pasajeros
491,2019-0076,1,2019-09-05,2019,9,5,18:00:00,18.0,autopista,4,-58.37157668,-34.65429986,moto-cargas,moto,cargas
492,2019-0077,1,2019-09-08,2019,9,8,03:40:00,3.0,avenida,14,-58.39811256,-34.58070186,peaton-auto,peaton,auto
493,2019-0078,1,2019-09-12,2019,9,12,08:25:00,8.0,avenida,4,-58.41125934,-34.65417740,peaton-cargas,peaton,cargas
494,2019-0079,1,2019-09-17,2019,9,17,05:30:00,5.0,calle,5,-58.41822901,-34.61866836,moto-pasajeros,moto,pasajeros
495,2019-0080,1,2019-09-17,2019,9,17,1900-01-04 18:40:00,18.0,gral paz,13,-58.47617802,-34.53825652,peaton-moto,peaton,moto
496,2019-0081,1,2019-09-23,2019,9,23,16:00:00,16.0,avenida,15,-58.46141281,-34.58623761,peaton-pasajeros,peaton,pasajeros
497,2019-0082,1,2019-09-25,2019,9,25,07:45:00,7.0,avenida,8,-58.42985146,-34.66119740,bicicleta-cargas,bicicleta,cargas
498,2019-0083,1,2019-09-26,2019,9,26,08:00:00,8.0,calle,9,-58.48457413,-34.65839090,auto-auto,auto,auto
499,2019-0084,1,2019-09-27,2019,9,27,11:45:00,11.0,calle,7,-58.46572884,-34.63628186,bicicleta-cargas,bicicleta,cargas
500,2019-0085,1,2019-10-09,2019,10,9,22:18:00,22.0,calle,10,-58.49261744,-34.63419130,bicicleta-tren,bicicleta,tren
501,2019-0086,1,2019-10-15,2019,10,15,14:10:00,14.0,avenida,15,-58.45283186,-34.58841560,moto-pasajeros,moto,pasajeros
502,2019-0087,1,2019-10-21,2019,10,21,21:00:00,21.0,avenida,12,-58.47973681,-34.57418656,moto-moto,moto,moto
503,2019-0088,1,2019-10-22,2019,10,22,20:00:00,20.0,avenida,4,-58.40623949,-34.65076549,peaton-pasajeros,peaton,pasajeros
504,2019-0089,1,2019-10-23,2019,10,23,15:45:00,15.0,avenida,4,-58.36244648,-34.63107887,peaton-cargas,peaton,cargas
505,2019-0090,1,2019-10-24,2019,10,24,18:26:00,18.0,avenida,9,-58.49962423,-34.64868027,peaton-moto,peaton,moto
506,2019-0091,1,2019-11-01,2019,11,1,20:50:00,20.0,avenida,15,-58.44551437,-34.59559816,peaton-pasajeros,peaton,pasajeros
507,2019-0092,1,2019-11-03,2019,11,3,10:30:00,10.0,calle,4,-58.35608181,-34.63420319,peaton-pasajeros,peaton,pasajeros
508,2019-0093,1,2019-11-13,2019,11,13,11:50:00,11.0,avenida,11,-58.46483679,-34.60907662,bicicleta-otro,bicicleta,otro
509,2019-0094,1,2019-11-18,2019,11,18,14:00:00,14.0,calle,15,-58.44368628,-34.59724326,moto-otro,moto,otro
510,2019-0095,1,2019-11-20,2019,11,20,15:30:00,15.0,autopista,1,-58.37864583,-34.62907067,moto-cargas,moto,cargas
511,2019-0096,1,2019-11-22,2019,11,22,19:33:00,19.0,avenida,1,-58.37560352,-34.62726382,peaton-pasajeros,peaton,pasajeros
512,2019-0097,1,2019-11-25,2019,11,25,08:50:00,8.0,autopista,9,-58.47721439,-34.64815069,multiple,moto,multiple
513,2019-0098,1,2019-11-25,2019,11,25,14:00:00,14.0,avenida,15,-58.45134029,-34.58984288,pasajeros-pasajeros,pasajeros,pasajeros
514,2019-0100,1,2019-12-05,2019,12,5,17:30:00,17.0,avenida,12,-58.49040794,-34.58368803,moto-auto,moto,auto
515,2019-0101,1,2019-12-17,2019,12,17,04:20:00,4.0,avenida,4,-58.42102679,-34.64991178,moto-moto,moto,moto
516,2019-0102,1,2019-12-17,2019,12,17,14:30:00,14.0,calle,9,-58.52219407,-34.64143926,moto-auto,moto,auto
517,2019-0103,1,2019-12-18,2019,12,18,,,gral paz,11,-58.52169422,-34.59471640,moto-moto,moto,moto
518,2019-0104,1,2019-12-21,2019,12,21,04:25:00,4.0,avenida,10,-58.47460416,-34.63206174,moto-auto,moto,auto
519,2019-0105,1,2019-05-05,2019,5,5,11:00:00,11.0,avenida,10,-58.50512382,-34.61520391,peaton-auto,peaton,auto
520,2020-0001,1,2020-01-04,2020,1,4,10:40:00,10.0,calle,15,-58.43910409,-34.59213355,peaton-auto,peaton,auto
521,2020-0002,1,2020-01-05,2020,1,5,20:00:00,20.0,avenida,7,-58.45019436,-34.64646409,moto-objeto fijo,moto,objeto fijo
